id,tournament_id,stadie_id,match_order,match_ret,winner_code,winner_name,winner_citizenship,winner_age,loser_code,loser_name,loser_citizenship,loser_age,winner_seed,loser_seed,match_score,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,stats_url,match_duration,win_aces,win_double_faults,win_first_serves_in,win_first_serves_total,win_first_serve_points_won,win_first_serve_points_total,win_second_serve_points_won,win_second_serve_points_total,win_break_points_saved,win_break_points_serve_total,win_service_points_won,win_service_points_total,win_first_serve_return_won,win_first_serve_return_total,win_second_serve_return_won,win_second_serve_return_total,win_break_points_converted,win_break_points_return_total,win_service_games_played,win_return_games_played,win_return_points_won,win_return_points_total,win_total_points_won,win_total_points_total,win_winners,win_forced_errors,win_unforced_errors,win_net_points_won,win_net_points_total,win_fastest_first_serves_kmh,win_average_first_serves_kmh,win_fastest_second_serve_kmh,win_average_second_serve_kmh,los_aces,los_double_faults,los_first_serves_in,los_first_serves_total,los_first_serve_points_won,los_first_serve_points_total,los_second_serve_points_won,los_second_serve_points_total,los_break_points_saved,los_break_points_serve_total,los_service_points_won,los_service_points_total,los_first_serve_return_won,los_first_serve_return_total,los_second_serve_return_won,los_second_serve_return_total,los_break_points_converted,los_break_points_return_total,los_service_games_played,los_return_games_played,los_return_points_won,los_return_points_total,los_total_points_won,los_total_points_total,los_winners,los_forced_errors,los_unforced_errors,los_net_points_won,los_net_points_total,los_fastest_first_serves_kmh,los_average_first_serves_kmh,los_fastest_second_serve_kmh,los_average_second_serve_kmh
2022-6865-g858-j0d5-Q2,2022-6865,Q2,1,,g858,Ernests Gulbis,LAT,33.344,j0d5,Hayden Jones,AUS,15.344,1,7 WC,63 75,2,0,13,8,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/QS004,92,9,2,34,57,27,34,14,23,0,1,41,57,10,28,14,33,3,5,11,10,24,61,65,118,,,,,,,,,,3,2,28,61,18,28,19,33,2,5,37,61,7,34,9,23,1,1,10,11,16,57,53,118,,,,,,,,,
2022-6865-pg03-hf79-Q2,2022-6865,Q2,2,,pg03,Calum Puttergill,AUS,28.198,hf79,David Hough,AUS,24.129,2,5 Alt,61 62,2,0,12,3,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/QS005,54,4,2,23,35,19,23,9,12,0,0,28,35,17,30,12,20,5,6,7,8,29,50,57,85,,,,,,,,,,5,4,30,50,13,30,8,20,1,6,21,50,4,23,3,12,0,0,8,7,7,35,28,85,,,,,,,,,
2022-6865-sd46-fc40-Q2,2022-6865,Q2,4,,sd46,Divij Sharan,IND,35.836,fc40,Patrick Fitzgerald,AUS,25.846,4 Alt,6 WC,64 16 75,2,1,14,15,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/QS007,137,2,4,64,90,41,64,14,26,6,9,55,90,26,65,17,44,3,16,14,15,43,109,98,199,,,,,,,,,,3,2,65,109,39,65,27,44,13,16,66,109,23,64,12,26,3,9,15,14,35,90,101,199,,,,,,,,,
2022-6865-sf89-v0fl-Q2,2022-6865,Q2,3,,sf89,Rubin Statham,NZL,34.69,v0fl,Zack Viiala,AUS,16.231,3,8 WC,61 63,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/QS006,65,4,1,32,44,22,32,9,12,2,3,31,44,10,29,19,25,5,7,8,8,29,54,60,98,,,,,,,,,,3,9,29,54,19,29,6,25,2,7,25,54,10,32,3,12,1,3,8,8,13,44,38,98,,,,,,,,,
2022-6865-cg04-c09y-R64,2022-6865,R64,1,,cg04,Pedro Cachin,ARG,26.725,c09y,Joshua Charlton,AUS,,,WC,62 62,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS050,69,2,0,29,49,23,29,12,20,1,1,35,49,14,31,12,18,4,6,8,8,26,49,61,98,,,,,,,,,,0,0,31,49,17,31,6,18,2,6,23,49,6,29,8,20,0,1,8,8,14,49,37,98,,,,,,,,,
2022-6865-ea27-pg03-R64,2022-6865,R64,2,,ea27,Blake Ellis,AUS,22.991,pg03,Calum Puttergill,AUS,28.198,WC,Q,61 26 63,2,1,14,10,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS057,92,12,1,45,69,34,45,14,24,1,3,48,69,10,36,17,32,4,8,12,12,27,68,75,137,,,,,,,,,,5,5,36,68,26,36,15,32,4,8,41,68,11,45,10,24,2,3,12,12,21,69,62,137,,,,,,,,,
2022-6865-gh33-s0n0-R64,2022-6865,R64,3,,gh33,Manuel Guinard,FRA,26.134,s0n0,Tristan Schoolkate,AUS,20.854,,,76(2) 76(3),2,0,14,12,2,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS061,118,13,3,48,79,39,48,15,31,0,2,54,79,11,41,23,44,2,6,12,12,34,85,88,164,,,,,,,,,,4,5,41,85,30,41,21,44,4,6,51,85,9,48,16,31,2,2,12,12,25,79,76,164,,,,,,,,,
2022-6865-i236-mi01-R64,2022-6865,R64,4,,i236,Uladzimir Ignatik,BLR,31.47,mi01,Hiroki Moriya,JPN,31.215,,,61 63,2,0,12,4,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS062,86,11,0,33,58,22,33,16,25,4,5,38,58,11,33,18,22,5,9,8,8,29,55,67,113,,,,,,,,,,3,1,33,55,22,33,4,22,4,9,26,55,11,33,9,25,1,5,8,8,20,58,46,113,,,,,,,,,
2022-6865-ki74-s0ti-R64,2022-6865,R64,5,,ki74,Nicola Kuhn,GER,21.787,s0ti,Philip Sekulic,AUS,18.327,,WC,67(5) 62 76(4),2,1,19,15,1,1,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS054,165,13,3,67,106,53,67,21,39,9,11,74,106,15,61,19,36,4,6,16,16,34,97,108,203,,,,,,,,,,7,1,61,97,46,61,17,36,2,6,63,97,14,67,18,39,2,11,16,16,32,106,95,203,,,,,,,,,
2022-6865-m0g4-hf79-R64,2022-6865,R64,6,,m0g4,Harold Mayot,FRA,19.913,hf79,David Hough,AUS,24.129,,LL,61 62,2,0,12,3,0,0,http://www.atpworldtour.com/en/scores/stats-centre/archive/2022/6865/MS041,63,5,1,35,49,28,35,8,14,4,4,36,49,14,29,13,20,4,8,8,7,27,49,63,98,,,,,,,,,,0,4,29,49,15,29,7,20,4,8,22,49,7,35,6,14,0,4,7,8,13,49,35,98,,,,,,,,,
